year;month;day;hour;PM10;PM25
2016;7;30;11;17.894068565210031;14.547433339380099
2016;7;30;12;17.894068565210031;14.547433339380099
2016;7;30;13;17.894068565210031;14.547433339380099
2016;7;30;14;17.894068565210031;14.547433339380099
2016;7;30;15;17.894068565210031;14.547433339380099
2016;7;30;16;17.894068565210031;14.547433339380099
2016;7;30;17;17.894068565210031;14.547433339380099
2016;7;30;18;17.894068565210031;14.547433339380099
2016;7;30;19;17.894068565210031;14.547433339380099
2016;7;30;20;17.894068565210031;14.547433339380099
2016;7;30;21;17.894068565210031;14.547433339380099
2016;7;30;22;17.894068565210031;14.547433339380099
2016;7;30;23;17.894068565210031;14.547433339380099
2016;7;31;0;16.681785195936456;7.0936139332361163
2016;7;31;1;16.681785195936456;7.0936139332361163
2016;7;31;2;16.681785195936456;7.0936139332361163
2016;7;31;3;16.681785195936456;7.0936139332361163
2016;7;31;4;16.681785195936456;7.0936139332361163
2016;7;31;5;16.681785195936456;7.0936139332361163
2016;7;31;6;16.681785195936456;7.0936139332361163
2016;7;31;7;16.681785195936456;7.0936139332361163
2016;7;31;8;16.681785195936456;7.0936139332361163
2016;7;31;9;16.681785195936456;7.0936139332361163
2016;7;31;10;16.681785195936456;7.0936139332361163
2016;7;31;11;16.681785195936456;7.0936139332361163
2016;7;31;12;16.681785195936456;7.0936139332361163
2016;7;31;13;16.681785195936456;7.0936139332361163
2016;7;31;14;16.681785195936456;7.0936139332361163
2016;7;31;15;16.681785195936456;7.0936139332361163
2016;7;31;16;16.681785195936456;7.0936139332361163
2016;7;31;17;16.681785195936456;7.0936139332361163
2016;7;31;18;16.681785195936456;7.0936139332361163
2016;7;31;19;16.681785195936456;7.0936139332361163
2016;7;31;20;16.681785195936456;7.0936139332361163
2016;7;31;21;16.681785195936456;7.0936139332361163
2016;7;31;22;16.681785195936456;7.0936139332361163
2016;7;31;23;16.681785195936456;7.0936139332361163
2016;7;4;0;18.731857764876988;9.570029027576453
